amostras	ano	ensaio	repeticao	peak_1	trough_1	breakdown	final_visc	setback	peak_time	pasting_temp	umidade_percent
BGM-1211	2012	BR.BAG.PT.12.Citrus	1	4368.00	1171.00	3197.00	2185.00	1014.00	66.00	NA	NA
BGM-1211	2012	BR.BAG.PT.12.Citrus	2	4256.00	1149.00	3107.00	2150.00	1001.00	66.15	NA	NA
BGM-1213	2012	BR.BAG.PT.12.Citrus	2	4853.00	1742.00	3111.00	2778.00	1036.00	70.20	NA	NA
BGM-1214	2012	BR.BAG.PT.12.Citrus	2	4686.00	1748.00	2938.00	2983.00	1256.00	68.55	NA	NA
BGM-1217	2012	BR.BAG.PT.12.Citrus	1	4173.00	1535.00	2638.00	2760.00	1225.00	72.70	NA	NA
BGM-1217	2012	BR.BAG.PT.12.Citrus	2	4139.00	1537.00	2602.00	2756.00	1225.00	72.70	NA	NA
BGM-1218	2012	BR.BAG.PT.12.Citrus	1	4872.00	1404.00	3468.00	2912.00	1508.00	65.40	NA	NA
BGM-1218	2012	BR.BAG.PT.12.Citrus	2	5037.00	1516.00	3521.00	3025.00	1509.00	66.35	NA	NA
BGM-1219	2012	BR.BAG.PT.12.Citrus	1	4756.00	1431.00	3325.00	2884.00	1453.00	70.20	NA	NA
BGM-1219	2012	BR.BAG.PT.12.Citrus	2	4782.00	1344.00	3438.00	2907.00	1563.00	69.55	NA	NA
BGM-1222	2012	BR.BAG.PT.12.Citrus	1	3815.00	1386.00	2429.00	2041.00	655.00	71.90	NA	NA
BGM-1222	2012	BR.BAG.PT.12.Citrus	2	3781.00	1415.00	2366.00	2019.00	604.00	71.85	NA	NA
BGM-1226	2012	BR.BAG.PT.12.Citrus	2	4931.00	2075.00	2856.00	3454.00	1412.00	68.55	NA	NA
BGM-1236	2012	BR.BAG.PT.12.Citrus	1	5054.00	1651.00	3403.00	2695.00	1044.00	70.30	NA	NA
BGM-1236	2012	BR.BAG.PT.12.Citrus	2	5107.00	1640.00	3467.00	2783.00	1143.00	70.25	NA	NA
BGM-1243	2012	BR.BAG.PT.12.Citrus	2	5278.00	1963.00	3315.00	3253.00	1323.00	69.25	NA	NA
BGM-1245	2012	BR.BAG.PT.12.Citrus	1	4391.00	1598.00	2793.00	2451.00	853.00	68.50	NA	NA
BGM-1245	2012	BR.BAG.PT.12.Citrus	2	4359.00	1566.00	2793.00	2415.00	849.00	68.65	NA	NA
BGM-1251	2012	BR.BAG.PT.12.Citrus	2	5114.00	1984.00	3130.00	3474.00	1546.00	70.20	NA	NA
BGM-1253	2012	BR.BAG.PT.12.Citrus	1	4372.00	1399.00	2973.00	2311.00	912.00	70.90	NA	NA
BGM-1253	2012	BR.BAG.PT.12.Citrus	2	4542.00	1417.00	3125.00	2317.00	906.00	71.85	NA	NA
BGM-1254	2012	BR.BAG.PT.12.Citrus	2	4907.00	1847.00	3060.00	2742.00	914.00	71.15	NA	NA
BGM-1257	2012	BR.BAG.PT.12.Citrus	1	5190.00	1896.00	3294.00	3358.00	1528.00	67.00	NA	NA
BGM-1257	2012	BR.BAG.PT.12.Citrus	2	5225.00	1920.00	3305.00	3356.00	1436.00	67.05	NA	NA
BGM-1259	2012	BR.BAG.PT.12.Citrus	1	4768.00	1606.00	3162.00	2510.00	904.00	71.00	NA	NA
BGM-1259	2012	BR.BAG.PT.12.Citrus	2	4531.00	1546.00	2985.00	2500.00	954.00	71.80	NA	NA
BGM-1262	2012	BR.BAG.PT.12.Citrus	2	4564.00	1477.00	3087.00	2127.00	670.00	72.80	NA	NA
BGM-1265	2012	BR.BAG.PT.12.Citrus	1	4394.50	1467.00	2927.50	2208.50	744.00	69.43	NA	NA
BGM-1265	2012	BR.BAG.PT.12.Citrus	2	4492.00	1470.50	3021.50	2170.50	718.00	68.95	NA	NA
BGM-1267	2012	BR.BAG.PT.12.Citrus	1	4258.00	1434.00	2824.00	2351.00	917.00	72.75	NA	NA
BGM-1267	2012	BR.BAG.PT.12.Citrus	2	4018.00	1429.00	2589.00	2381.00	952.00	72.60	NA	NA
BGM-1269	2012	BR.BAG.PT.12.Citrus	2	5044.00	1807.00	3237.00	2900.00	1093.00	69.25	NA	NA
BGM-1270	2012	BR.BAG.PT.12.Citrus	1	4388.00	1369.00	3019.00	2184.00	815.00	70.25	NA	NA
BGM-1270	2012	BR.BAG.PT.12.Citrus	2	4402.00	1369.00	3033.00	2227.00	858.00	69.30	NA	NA
BGM-1273	2012	BR.BAG.PT.12.Citrus	1	4525.00	1460.00	3065.00	2276.00	816.00	69.50	NA	NA
BGM-1273	2012	BR.BAG.PT.12.Citrus	2	4505.00	1450.00	3055.00	2288.00	838.00	68.60	NA	NA
BGM-1274	2012	BR.BAG.PT.12.Citrus	2	5136.00	1915.00	3221.00	3059.00	1144.00	70.20	NA	NA
BGM-1275	2012	BR.BAG.PT.12.Citrus	1	6103.00	1868.00	4235.00	3134.00	1281.00	71.15	NA	NA
BGM-1275	2012	BR.BAG.PT.12.Citrus	2	6165.00	1916.00	4249.00	3241.00	1325.00	70.15	NA	NA
BGM-1277	2012	BR.BAG.PT.12.Citrus	1	4388.00	1446.00	2942.00	2274.00	828.00	70.30	NA	NA
BGM-1277	2012	BR.BAG.PT.12.Citrus	2	4452.00	1475.00	2977.00	2378.00	903.00	69.50	NA	NA
BGM-1279	2012	BR.BAG.PT.12.Citrus	1	6038.00	1714.00	4324.00	2893.00	1194.00	68.70	NA	NA
BGM-1279	2012	BR.BAG.PT.12.Citrus	2	6007.00	1721.00	4286.00	2949.00	1232.00	69.50	NA	NA
BGM-1280	2012	BR.BAG.PT.12.Citrus	2	5159.00	1697.00	3462.00	2596.00	925.00	70.20	NA	NA
BGM-1281	2012	BR.BAG.PT.12.Citrus	1	4767.00	1856.00	2911.00	2847.00	998.00	67.80	NA	NA
BGM-1281	2012	BR.BAG.PT.12.Citrus	2	4709.00	1843.00	2866.00	2886.00	1043.00	67.85	NA	NA
BGM-1282	2012	BR.BAG.PT.12.Citrus	1	4525.00	1560.00	2965.00	2342.00	782.00	69.50	NA	NA
BGM-1282	2012	BR.BAG.PT.12.Citrus	2	4576.00	1570.00	3006.00	2401.00	831.00	69.30	NA	NA
BGM-1283	2012	BR.BAG.PT.12.Citrus	1	3612.00	1066.00	2546.00	1724.00	658.00	71.05	NA	NA
BGM-1283	2012	BR.BAG.PT.12.Citrus	2	3675.00	1129.00	2546.00	1752.00	623.00	71.00	NA	NA
BGM-1284	2012	BR.BAG.PT.12.Citrus	2	4355.00	1108.00	3247.00	1566.00	466.00	69.25	NA	NA
BGM-1285	2012	BR.BAG.PT.12.Citrus	2	4975.00	2125.00	2850.00	3266.00	1229.00	71.15	NA	NA
BGM-1286	2012	BR.BAG.PT.12.Citrus	2	4290.00	1616.00	2674.00	2483.00	869.00	70.20	NA	NA
BGM-1287	2012	BR.BAG.PT.12.Citrus	1	4631.00	1579.00	3052.00	2515.00	936.00	69.45	NA	NA
BGM-1287	2012	BR.BAG.PT.12.Citrus	2	4564.00	1575.00	2989.00	2610.00	1035.00	69.50	NA	NA
BGM-1291	2012	BR.BAG.PT.12.Citrus	1	5549.50	2153.50	3396.00	3468.50	1360.00	69.00	NA	NA
BGM-1291	2012	BR.BAG.PT.12.Citrus	2	5565.00	2195.00	3370.00	3497.00	1345.50	69.75	NA	NA
BGM-1293	2012	BR.BAG.PT.12.Citrus	2	5101.00	2093.00	3008.00	3152.00	1105.00	70.20	NA	NA
BGM-1294	2012	BR.BAG.PT.12.Citrus	2	5005.00	1812.00	3193.00	2916.00	1104.00	71.15	NA	NA
BGM-1296	2012	BR.BAG.PT.12.Citrus	2	4572.00	1736.00	2836.00	2977.00	1264.00	71.15	NA	NA
BGM-1298	2012	BR.BAG.PT.12.Citrus	1	4561.00	1565.00	2996.00	2593.00	1028.00	70.95	NA	NA
BGM-1298	2012	BR.BAG.PT.12.Citrus	2	4569.00	1571.00	2998.00	2582.00	1011.00	71.15	NA	NA
BGM-1303	2012	BR.BAG.PT.12.Citrus	1	5052.00	1701.00	3351.00	2708.00	1016.00	71.10	NA	NA
BGM-1303	2012	BR.BAG.PT.12.Citrus	2	5069.00	1688.00	3381.00	2646.00	958.00	71.05	NA	NA
BGM-1305	2012	BR.BAG.PT.12.Citrus	1	4020.00	1386.00	2634.00	2307.00	921.00	72.65	NA	NA
BGM-1305	2012	BR.BAG.PT.12.Citrus	2	3861.00	1426.00	2435.00	2265.00	851.50	72.65	NA	NA
BGM-1306	2012	BR.BAG.PT.12.Citrus	2	4959.00	1890.00	3069.00	3214.00	1348.00	70.20	NA	NA
BGM-1310	2012	BR.BAG.PT.12.Citrus	2	5157.00	2124.00	3033.00	3406.00	1282.00	71.15	NA	NA
BGM-1311	2012	BR.BAG.PT.12.Citrus	1	5022.00	1729.00	3293.00	2707.00	978.00	69.55	NA	NA
BGM-1311	2012	BR.BAG.PT.12.Citrus	2	5090.00	1726.00	3364.00	2801.00	1075.00	68.65	NA	NA
BGM-1313	2012	BR.BAG.PT.12.Citrus	1	5158.00	1592.00	3566.00	2853.00	1261.00	71.85	NA	NA
BGM-1313	2012	BR.BAG.PT.12.Citrus	2	5154.67	1789.00	3365.67	2919.33	1133.00	71.32	NA	NA
BGM-1314	2012	BR.BAG.PT.12.Citrus	1	5277.00	1810.00	3467.00	3057.00	1262.00	71.85	NA	NA
BGM-1314	2012	BR.BAG.PT.12.Citrus	2	5319.00	1809.00	3510.00	3017.00	1226.00	71.75	NA	NA
BGM-1315	2012	BR.BAG.PT.12.Citrus	1	5616.00	1839.00	3777.00	3142.00	1311.00	67.80	NA	NA
BGM-1315	2012	BR.BAG.PT.12.Citrus	2	5542.00	1827.00	3715.00	3128.00	1339.00	67.90	NA	NA
BGM-1316	2012	BR.BAG.PT.12.Citrus	1	4273.00	1338.00	2935.00	2387.00	1068.00	71.10	NA	NA
BGM-1316	2012	BR.BAG.PT.12.Citrus	2	4175.00	1464.00	2711.00	2507.00	1055.00	70.15	NA	NA
BGM-1321	2012	BR.BAG.PT.12.Citrus	1	4587.00	1494.00	3093.00	2798.00	1304.00	69.30	NA	NA
BGM-1321	2012	BR.BAG.PT.12.Citrus	2	4554.00	1462.00	3092.00	2733.00	1271.00	70.15	NA	NA
BGM-1327	2012	BR.BAG.PT.12.Citrus	1	3971.00	1594.00	2377.00	2751.00	1157.00	72.70	NA	NA
BGM-1327	2012	BR.BAG.PT.12.Citrus	2	4044.00	1553.00	2491.00	2950.00	1397.00	72.70	NA	NA
BGM-1332	2012	BR.BAG.PT.12.Citrus	2	5398.00	1887.00	3511.00	3343.00	1480.00	70.20	NA	NA
BGM-1333	2012	BR.BAG.PT.12.Citrus	1	4829.00	1696.00	3133.00	3201.00	1571.00	68.60	NA	NA
BGM-1333	2012	BR.BAG.PT.12.Citrus	2	4856.00	1705.00	3151.00	3244.00	1577.00	67.80	NA	NA
BGM-1335	2012	BR.BAG.PT.12.Citrus	1	4092.00	1622.00	2470.00	2613.00	991.00	70.15	NA	NA
BGM-1335	2012	BR.BAG.PT.12.Citrus	2	4491.50	1800.00	2691.50	2872.00	1085.00	70.18	NA	NA
BGM-1339	2012	BR.BAG.PT.12.Citrus	1	4466.00	1482.00	2984.00	2393.00	913.00	70.25	NA	NA
BGM-1339	2012	BR.BAG.PT.12.Citrus	2	4556.00	1471.00	3085.00	2418.00	956.00	70.15	NA	NA
BGM-1342	2012	BR.BAG.PT.12.Citrus	1	4491.00	1639.00	2852.00	2379.00	756.00	70.20	NA	NA
BGM-1342	2012	BR.BAG.PT.12.Citrus	2	4455.00	1631.00	2824.00	2362.00	761.00	70.20	NA	NA
BGM-1345	2012	BR.BAG.PT.12.Citrus	1	5190.00	1705.00	3485.00	2278.00	573.00	70.20	NA	NA
BGM-1345	2012	BR.BAG.PT.12.Citrus	2	5199.00	1703.00	3496.00	2280.00	577.00	69.40	NA	NA
BGM-1347	2012	BR.BAG.PT.12.Citrus	1	4517.00	1630.50	2886.50	2569.00	953.50	69.43	NA	NA
BGM-1347	2012	BR.BAG.PT.12.Citrus	2	4481.50	1682.50	2799.00	2559.50	887.00	70.28	NA	NA
BGM-1348	2012	BR.BAG.PT.12.Citrus	1	5281.00	1695.00	3586.00	2503.00	808.00	67.85	NA	NA
BGM-1348	2012	BR.BAG.PT.12.Citrus	2	5205.00	1672.00	3533.00	2460.00	788.00	67.85	NA	NA
BGM-1354	2012	BR.BAG.PT.12.Citrus	1	5202.00	2117.00	3085.00	2830.00	713.00	70.15	NA	NA
BGM-1354	2012	BR.BAG.PT.12.Citrus	2	5200.00	2100.00	3100.00	2884.00	784.00	70.10	NA	NA
BGM-1355	2012	BR.BAG.PT.12.Citrus	1	4686.00	1609.00	3077.00	2596.00	1069.00	71.05	NA	NA
BGM-1355	2012	BR.BAG.PT.12.Citrus	2	4860.00	1661.00	3199.00	2559.00	939.00	71.80	NA	NA
BGM-1357	2012	BR.BAG.PT.12.Citrus	1	5078.00	1880.00	3198.00	2844.00	965.00	67.80	NA	NA
BGM-1357	2012	BR.BAG.PT.12.Citrus	2	4985.00	1856.00	3129.00	2825.00	974.00	67.90	NA	NA
BGM-1358	2012	BR.BAG.PT.12.Citrus	1	5692.50	1918.50	3774.00	3088.50	1242.50	68.65	NA	NA
BGM-1358	2012	BR.BAG.PT.12.Citrus	2	5676.50	1900.00	3776.50	3131.00	1268.00	68.58	NA	NA
BGM-1359	2012	BR.BAG.PT.12.Citrus	1	4283.00	1481.00	2802.00	1949.00	468.00	69.40	NA	NA
BGM-1359	2012	BR.BAG.PT.12.Citrus	2	4206.00	1503.00	2703.00	1938.00	435.00	69.60	NA	NA
BGM-1360	2012	BR.BAG.PT.12.Citrus	1	4410.00	1778.00	2632.00	2812.00	1059.00	69.45	NA	NA
BGM-1360	2012	BR.BAG.PT.12.Citrus	2	4474.00	1791.00	2683.00	2800.00	1036.00	70.20	NA	NA
BGM-1361	2012	BR.BAG.PT.12.Citrus	1	4422.00	1877.00	2545.00	2718.00	856.00	67.10	NA	NA
BGM-1361	2012	BR.BAG.PT.12.Citrus	2	4408.00	1882.00	2526.00	2721.00	905.00	67.05	NA	NA
BGM-1362	2012	BR.BAG.PT.12.Citrus	1	4748.00	1981.00	2767.00	3251.00	1358.00	68.55	NA	NA
BGM-1362	2012	BR.BAG.PT.12.Citrus	2	4923.50	1997.50	2926.00	3232.50	1290.50	69.80	NA	NA
BGM-1363	2012	BR.BAG.PT.12.Citrus	1	4360.00	1598.00	2762.00	2646.00	1048.00	71.05	NA	NA
BGM-1363	2012	BR.BAG.PT.12.Citrus	2	4570.50	1741.00	2829.50	2978.50	1255.00	70.70	NA	NA
BGM-1364	2012	BR.BAG.PT.12.Citrus	2	5082.00	1872.00	3210.00	2770.00	973.00	69.25	NA	NA
BGM-1366	2012	BR.BAG.PT.12.Citrus	1	4457.00	1583.00	2874.00	2059.00	476.00	70.30	NA	NA
BGM-1366	2012	BR.BAG.PT.12.Citrus	2	4411.00	1552.00	2859.00	2062.00	510.00	70.35	NA	NA
BGM-1367	2012	BR.BAG.PT.12.Citrus	1	5291.00	1732.00	3559.00	2759.00	1140.00	69.50	NA	NA
BGM-1367	2012	BR.BAG.PT.12.Citrus	2	5330.00	1726.00	3604.00	2726.00	1047.00	69.45	NA	NA
BGM-1368	2012	BR.BAG.PT.12.Citrus	1	4718.00	1584.00	3134.00	2638.00	1083.00	71.15	NA	NA
BGM-1368	2012	BR.BAG.PT.12.Citrus	2	4813.00	1599.00	3214.00	2678.00	1114.00	70.90	NA	NA
BGM-1369	2012	BR.BAG.PT.12.Citrus	1	3863.00	1422.00	2441.00	2210.00	788.00	71.90	NA	NA
BGM-1369	2012	BR.BAG.PT.12.Citrus	2	3802.00	1404.00	2398.00	2168.00	764.00	71.10	NA	NA
BGM-1370	2012	BR.BAG.PT.12.Citrus	1	4131.00	1491.00	2640.00	2402.00	911.00	70.20	NA	NA
BGM-1370	2012	BR.BAG.PT.12.Citrus	2	4130.00	1469.00	2661.00	2391.00	922.00	70.20	NA	NA
BGM-1371	2012	BR.BAG.PT.12.Citrus	1	4382.00	1284.00	3098.00	1754.00	470.00	68.60	NA	NA
BGM-1371	2012	BR.BAG.PT.12.Citrus	2	4340.00	1290.00	3050.00	1742.00	452.00	68.45	NA	NA
BGM-1373	2012	BR.BAG.PT.12.Citrus	1	5351.00	1740.00	3611.00	2817.00	1093.00	70.20	NA	NA
BGM-1373	2012	BR.BAG.PT.12.Citrus	2	5262.00	1714.00	3548.00	2676.50	989.50	70.60	NA	NA
BGM-1376	2012	BR.BAG.PT.12.Citrus	1	4918.00	1639.00	3279.00	3047.00	1408.00	70.20	NA	NA
BGM-1376	2012	BR.BAG.PT.12.Citrus	2	4874.00	1643.00	3231.00	2956.00	1313.00	70.25	NA	NA
BGM-1382	2012	BR.BAG.PT.12.Citrus	1	5171.00	1752.00	3419.00	2918.00	1178.00	70.20	NA	NA
BGM-1382	2012	BR.BAG.PT.12.Citrus	2	5031.00	1741.00	3290.00	3031.00	1305.00	71.00	NA	NA
BGM-1383	2012	BR.BAG.PT.12.Citrus	2	5752.00	2073.00	3679.00	2862.00	845.00	71.15	NA	NA
BGM-1398	2012	BR.BAG.PT.12.Citrus	1	4200.00	1227.00	2973.00	1733.00	506.00	69.45	NA	NA
BGM-1398	2012	BR.BAG.PT.12.Citrus	2	4373.00	1270.00	3103.00	1770.00	500.00	69.50	NA	NA
BGM-1401	2012	BR.BAG.PT.12.Citrus	2	4890.00	1339.00	3551.00	1979.00	640.00	71.95	NA	NA
BGM-1402	2012	BR.BAG.PT.12.Citrus	1	4656.00	869.00	3787.00	1263.00	394.00	71.80	NA	NA
BGM-1402	2012	BR.BAG.PT.12.Citrus	2	4830.00	884.00	3946.00	1305.00	421.00	71.95	NA	NA
BGM-1403	2012	BR.BAG.PT.12.Citrus	1	6502.00	1646.00	4856.00	2214.00	568.00	65.30	NA	NA
BGM-1403	2012	BR.BAG.PT.12.Citrus	2	6506.00	1631.00	4875.00	2217.00	586.00	64.35	NA	NA
BGM-1406	2012	BR.BAG.PT.12.Citrus	1	5534.00	1439.00	4095.00	2279.00	840.00	65.30	NA	NA
BGM-1406	2012	BR.BAG.PT.12.Citrus	2	5557.00	1517.00	4040.00	2338.00	821.00	65.35	NA	NA
BGM-1407	2012	BR.BAG.PT.12.Citrus	1	5653.50	1656.50	3997.00	3043.50	1446.00	63.33	NA	NA
BGM-1407	2012	BR.BAG.PT.12.Citrus	2	5697.50	1356.50	4341.00	3067.00	1757.50	63.30	NA	NA
BGM-1408	2012	BR.BAG.PT.12.Citrus	1	4841.50	1790.00	3051.50	3029.00	1288.00	68.98	NA	NA
BGM-1408	2012	BR.BAG.PT.12.Citrus	2	4707.50	1847.00	2860.50	3058.50	1242.50	69.80	NA	NA
BGM-1409	2012	BR.BAG.PT.12.Citrus	1	5249.00	1646.00	3603.00	3231.50	1674.50	67.05	NA	NA
BGM-1409	2012	BR.BAG.PT.12.Citrus	2	5213.50	1745.50	3468.00	3266.00	1565.00	67.38	NA	NA
BGM-1410	2012	BR.BAG.PT.12.Citrus	1	5193.00	1959.50	3233.50	3333.00	1427.00	59.28	NA	NA
BGM-1410	2012	BR.BAG.PT.12.Citrus	2	5157.00	1932.50	3224.50	3347.00	1463.00	67.75	NA	NA
BGM-1412	2012	BR.BAG.PT.12.Citrus	1	4824.00	1475.00	3349.00	2997.00	1522.00	70.30	NA	NA
BGM-1412	2012	BR.BAG.PT.12.Citrus	2	4855.00	1456.00	3399.00	3079.00	1623.00	70.30	NA	NA
BGM-1413	2012	BR.BAG.PT.12.Citrus	1	3979.00	1309.00	2670.00	2222.00	913.00	71.10	NA	NA
BGM-1413	2012	BR.BAG.PT.12.Citrus	2	4017.00	1320.00	2697.00	2254.00	934.00	71.10	NA	NA
BGM-1415	2012	BR.BAG.PT.12.Citrus	1	4164.50	1711.50	2453.00	2451.00	758.50	71.03	NA	NA
BGM-1415	2012	BR.BAG.PT.12.Citrus	2	4137.00	1696.00	2441.00	2419.00	742.50	70.60	NA	NA
BGM-1416	2012	BR.BAG.PT.12.Citrus	1	4535.00	1702.00	2833.00	3036.00	1366.00	70.20	NA	NA
BGM-1416	2012	BR.BAG.PT.12.Citrus	2	4529.00	1795.00	2734.00	3154.00	1377.00	70.25	NA	NA
BGM-1417	2012	BR.BAG.PT.12.Citrus	1	4751.00	1783.00	2968.00	2816.00	1033.00	70.30	NA	NA
BGM-1417	2012	BR.BAG.PT.12.Citrus	2	4754.00	1730.00	3024.00	2794.00	1064.00	70.10	NA	NA
BGM-1418	2012	BR.BAG.PT.12.Citrus	1	5957.00	1507.00	4450.00	2836.00	1329.00	66.10	NA	NA
BGM-1418	2012	BR.BAG.PT.12.Citrus	2	5896.00	1484.00	4412.00	2812.00	1328.00	65.25	NA	NA
BGM-1420	2012	BR.BAG.PT.12.Citrus	1	4146.00	1371.00	2775.00	1937.00	566.00	69.35	NA	NA
BGM-1420	2012	BR.BAG.PT.12.Citrus	2	4148.00	1345.00	2803.00	1883.00	538.00	70.25	NA	NA
BGM-1422	2012	BR.BAG.PT.12.Citrus	2	4715.00	1694.00	3021.00	2930.00	1257.00	70.20	NA	NA
BGM-1423	2012	BR.BAG.PT.12.Citrus	1	5175.50	2009.50	3166.00	3403.50	1426.50	68.25	NA	NA
BGM-1423	2012	BR.BAG.PT.12.Citrus	2	5192.00	1997.00	3195.00	3357.00	1412.50	67.43	NA	NA
BGM-1429	2012	BR.BAG.PT.12.Citrus	1	4039.00	1226.00	2813.00	2169.00	943.00	66.15	NA	NA
BGM-1429	2012	BR.BAG.PT.12.Citrus	2	4213.00	1385.67	2827.33	2427.00	1044.33	67.68	NA	NA
BGM-1432	2012	BR.BAG.PT.12.Citrus	1	4674.00	1265.00	3409.00	3135.00	1954.00	67.00	NA	NA
BGM-1432	2012	BR.BAG.PT.12.Citrus	2	4841.50	1765.00	3076.50	2904.50	1203.50	67.00	NA	NA
BGM-1436	2012	BR.BAG.PT.12.Citrus	1	4690.00	1533.00	3157.00	2571.00	1051.00	72.70	NA	NA
BGM-1436	2012	BR.BAG.PT.12.Citrus	2	4841.00	1541.00	3300.00	2545.00	1004.00	72.65	NA	NA
BGM-1437	2012	BR.BAG.PT.12.Citrus	1	4545.00	1515.00	3030.00	2759.00	1244.00	70.25	NA	NA
BGM-1437	2012	BR.BAG.PT.12.Citrus	2	4833.00	1582.00	3251.00	2925.00	1343.00	71.00	NA	NA
BGM-1440	2012	BR.BAG.PT.12.Citrus	1	4060.00	1410.00	2650.00	2606.00	1196.00	70.35	NA	NA
BGM-1440	2012	BR.BAG.PT.12.Citrus	2	3981.00	1418.00	2563.00	2717.00	1299.00	70.25	NA	NA
BGM-1442	2012	BR.BAG.PT.12.Citrus	2	4767.00	1993.00	2774.00	3191.00	1260.00	72.80	NA	NA
BGM-1444	2012	BR.BAG.PT.12.Citrus	1	4970.00	1535.00	3435.00	2679.00	1144.00	70.20	NA	NA
BGM-1444	2012	BR.BAG.PT.12.Citrus	2	4942.00	1542.00	3400.00	2664.00	1122.00	71.00	NA	NA
BGM-1447	2012	BR.BAG.PT.12.Citrus	1	5076.00	1844.00	3232.00	2777.00	960.00	67.05	NA	NA
BGM-1447	2012	BR.BAG.PT.12.Citrus	2	4953.50	1873.00	3080.50	2844.00	1005.50	69.48	NA	NA
BGM-1448	2012	BR.BAG.PT.12.Citrus	1	5221.00	1762.00	3459.00	3092.00	1462.00	69.40	NA	NA
BGM-1448	2012	BR.BAG.PT.12.Citrus	2	4847.50	1762.50	3085.00	2878.50	1235.00	69.70	NA	NA
BGM-1450	2012	BR.BAG.PT.12.Citrus	1	4879.00	1494.00	3385.00	3011.00	1517.00	67.80	NA	NA
BGM-1450	2012	BR.BAG.PT.12.Citrus	2	4824.00	1449.00	3375.00	2960.00	1511.00	67.80	NA	NA
BGM-1451	2012	BR.BAG.PT.12.Citrus	2	5058.00	1835.00	3223.00	3170.00	1335.00	71.15	NA	NA
BGM-1452	2012	BR.BAG.PT.12.Citrus	1	4612.00	1385.00	3227.00	2425.00	1040.00	69.45	NA	NA
BGM-1452	2012	BR.BAG.PT.12.Citrus	2	4631.00	1430.00	3201.00	2418.00	988.00	68.55	NA	NA
BGM-1453	2012	BR.BAG.PT.12.Citrus	2	4918.00	1826.00	3092.00	2900.00	1105.00	71.15	NA	NA
BGM-1454	2012	BR.BAG.PT.12.Citrus	2	5081.00	1921.00	3160.00	2826.00	929.00	73.55	NA	NA
BGM-1455	2012	BR.BAG.PT.12.Citrus	1	5535.00	1830.00	3705.00	2851.00	1062.00	71.10	NA	NA
BGM-1455	2012	BR.BAG.PT.12.Citrus	2	5603.50	1875.50	3728.00	3028.00	1161.50	71.15	NA	NA
BGM-1456	2012	BR.BAG.PT.12.Citrus	1	5298.00	2050.00	3248.00	3213.00	1203.00	71.00	NA	NA
BGM-1456	2012	BR.BAG.PT.12.Citrus	2	5325.00	2024.00	3301.00	3170.00	1163.00	71.80	NA	NA
BGM-1457	2012	BR.BAG.PT.12.Citrus	1	4985.00	1535.00	3450.00	2594.00	1064.00	71.95	NA	NA
BGM-1457	2012	BR.BAG.PT.12.Citrus	2	4884.00	1521.00	3363.00	2602.00	1087.00	71.85	NA	NA
BGM-1457	2013	BR.BAG1.PT.13.NH1A	1	4426.00	1776.00	2650.00	2942.00	1205.00	69.40	NA	NA
BGM-1457	2013	BR.BAG1.PT.13.NH1A	2	4296.00	1735.00	2561.00	2933.00	1228.00	69.30	NA	NA
BGM-1458	2013	BR.BAG1.PT.13.NH1A	1	4614.00	1269.00	3345.00	2028.00	759.00	71.75	NA	NA
BGM-1458	2013	BR.BAG1.PT.13.NH1A	2	4513.00	1250.00	3263.00	2016.00	766.00	71.00	NA	NA
BGM-1465	2013	BR.BAG1.PT.13.NH1A	2	4940.00	1861.00	3079.00	3218.00	1472.00	72.80	NA	NA
BGM-1472	2013	BR.BAG1.PT.13.NH1A	1	5084.00	1677.00	3407.00	2836.00	1166.00	70.25	NA	NA
BGM-1472	2013	BR.BAG1.PT.13.NH1A	2	5003.00	1691.00	3312.00	2852.00	1173.00	70.30	NA	NA
BGM-1473	2013	BR.BAG1.PT.13.NH1A	1	6281.00	1643.00	4638.00	2811.00	1168.00	67.70	NA	NA
BGM-1473	2013	BR.BAG1.PT.13.NH1A	2	6123.00	1634.00	4489.00	2838.00	1206.00	67.75	NA	NA
BGM-1474	2013	BR.BAG1.PT.13.NH1A	1	5028.00	2067.00	2961.00	3109.00	1072.00	71.05	NA	NA
BGM-1474	2013	BR.BAG1.PT.13.NH1A	2	4932.00	1956.00	2976.00	3159.00	1217.00	71.05	NA	NA
BGM-1475	2013	BR.BAG1.PT.13.NH1A	1	4132.00	1431.00	2701.00	2386.00	955.00	72.65	NA	NA
BGM-1475	2013	BR.BAG1.PT.13.NH1A	2	4082.00	1388.00	2694.00	2348.00	964.00	72.70	NA	NA
BGM-1476	2013	BR.BAG1.PT.13.NH1A	1	4710.00	1489.00	3221.00	2832.00	1343.00	67.95	NA	NA
BGM-1476	2013	BR.BAG1.PT.13.NH1A	2	4651.00	1449.00	3202.00	2775.00	1326.00	67.85	NA	NA
BGM-1477	2013	BR.BAG1.PT.13.NH1A	1	5189.00	1989.00	3200.00	2955.00	966.00	67.00	NA	NA
BGM-1477	2013	BR.BAG1.PT.13.NH1A	2	5192.00	1959.00	3233.00	2943.00	988.00	67.05	NA	NA
BGM-1481	2013	BR.BAG1.PT.13.NH1A	1	3879.00	1457.00	2422.00	2663.00	1206.00	69.45	NA	NA
BGM-1481	2013	BR.BAG1.PT.13.NH1A	2	4644.00	1777.00	2867.00	2796.50	1049.50	69.78	NA	NA
