"","amostras","ano","ensaio","repeticao","peak_1","trough_1","breakdown","final_visc","setback","peak_time","pasting_temp","umidade_percent"
"1936","BGM1305","2012","BR.BAG.PT.12.Citrus","2",3861,1426,2435,2265,851.5,72.65,NA,NA
"1937","BGM1306","2012","BR.BAG.PT.12.Citrus","2",4959,1890,3069,3214,1348,70.2,NA,NA
"1938","BGM1310","2012","BR.BAG.PT.12.Citrus","2",5157,2124,3033,3406,1282,71.15,NA,NA
"1939","BGM1311","2012","BR.BAG.PT.12.Citrus","1",5022,1729,3293,2707,978,69.55,NA,NA
"1940","BGM1311","2012","BR.BAG.PT.12.Citrus","2",5090,1726,3364,2801,1075,68.65,NA,NA
"1941","BGM1313","2012","BR.BAG.PT.12.Citrus","1",5158,1592,3566,2853,1261,71.85,NA,NA
"1942","BGM1313","2012","BR.BAG.PT.12.Citrus","2",5154.667,1789,3365.667,2919.333,1133,71.31667,NA,NA
"1943","BGM1314","2012","BR.BAG.PT.12.Citrus","1",5277,1810,3467,3057,1262,71.85,NA,NA
"1944","BGM1314","2012","BR.BAG.PT.12.Citrus","2",5319,1809,3510,3017,1226,71.75,NA,NA
"1945","BGM1315","2012","BR.BAG.PT.12.Citrus","1",5616,1839,3777,3142,1311,67.8,NA,NA
"1946","BGM1315","2012","BR.BAG.PT.12.Citrus","2",5542,1827,3715,3128,1339,67.9,NA,NA
"1947","BGM1316","2012","BR.BAG.PT.12.Citrus","1",4273,1338,2935,2387,1068,71.1,NA,NA
"1948","BGM1316","2012","BR.BAG.PT.12.Citrus","2",4175,1464,2711,2507,1055,70.15,NA,NA
"1949","BGM1321","2012","BR.BAG.PT.12.Citrus","1",4587,1494,3093,2798,1304,69.3,NA,NA
"1950","BGM1321","2012","BR.BAG.PT.12.Citrus","2",4554,1462,3092,2733,1271,70.15,NA,NA
"1951","BGM1327","2012","BR.BAG.PT.12.Citrus","1",3971,1594,2377,2751,1157,72.7,NA,NA
"1952","BGM1327","2012","BR.BAG.PT.12.Citrus","2",4044,1553,2491,2950,1397,72.7,NA,NA
"1953","BGM1332","2012","BR.BAG.PT.12.Citrus","2",5398,1887,3511,3343,1480,70.2,NA,NA
"1954","BGM1333","2012","BR.BAG.PT.12.Citrus","1",4829,1696,3133,3201,1571,68.6,NA,NA
"1955","BGM1333","2012","BR.BAG.PT.12.Citrus","2",4856,1705,3151,3244,1577,67.8,NA,NA
"1956","BGM1335","2012","BR.BAG.PT.12.Citrus","1",4092,1622,2470,2613,991,70.15,NA,NA
"1957","BGM1335","2012","BR.BAG.PT.12.Citrus","2",4491.5,1800,2691.5,2872,1085,70.175,NA,NA
"1958","BGM1339","2012","BR.BAG.PT.12.Citrus","1",4466,1482,2984,2393,913,70.25,NA,NA
"1959","BGM1339","2012","BR.BAG.PT.12.Citrus","2",4556,1471,3085,2418,956,70.15,NA,NA
"1960","BGM1342","2012","BR.BAG.PT.12.Citrus","1",4491,1639,2852,2379,756,70.2,NA,NA
"1961","BGM1342","2012","BR.BAG.PT.12.Citrus","2",4455,1631,2824,2362,761,70.2,NA,NA
"1962","BGM1345","2012","BR.BAG.PT.12.Citrus","1",5190,1705,3485,2278,573,70.2,NA,NA
"1963","BGM1345","2012","BR.BAG.PT.12.Citrus","2",5199,1703,3496,2280,577,69.4,NA,NA
"1964","BGM1347","2012","BR.BAG.PT.12.Citrus","1",4517,1630.5,2886.5,2569,953.5,69.425,NA,NA
"1965","BGM1347","2012","BR.BAG.PT.12.Citrus","2",4481.5,1682.5,2799,2559.5,887,70.275,NA,NA
"1966","BGM1348","2012","BR.BAG.PT.12.Citrus","1",5281,1695,3586,2503,808,67.85,NA,NA
"1967","BGM1348","2012","BR.BAG.PT.12.Citrus","2",5205,1672,3533,2460,788,67.85,NA,NA
"1968","BGM1354","2012","BR.BAG.PT.12.Citrus","1",5202,2117,3085,2830,713,70.15,NA,NA
"1969","BGM1354","2012","BR.BAG.PT.12.Citrus","2",5200,2100,3100,2884,784,70.1,NA,NA
"1970","BGM1355","2012","BR.BAG.PT.12.Citrus","1",4686,1609,3077,2596,1069,71.05,NA,NA
"1971","BGM1355","2012","BR.BAG.PT.12.Citrus","2",4860,1661,3199,2559,939,71.8,NA,NA
"1972","BGM1357","2012","BR.BAG.PT.12.Citrus","1",5078,1880,3198,2844,965,67.8,NA,NA
"1973","BGM1357","2012","BR.BAG.PT.12.Citrus","2",4985,1856,3129,2825,974,67.9,NA,NA
"1974","BGM1358","2012","BR.BAG.PT.12.Citrus","1",5692.5,1918.5,3774,3088.5,1242.5,68.65,NA,NA
"1975","BGM1358","2012","BR.BAG.PT.12.Citrus","2",5676.5,1900,3776.5,3131,1268,68.575,NA,NA
"1976","BGM1359","2012","BR.BAG.PT.12.Citrus","1",4283,1481,2802,1949,468,69.4,NA,NA
"1977","BGM1359","2012","BR.BAG.PT.12.Citrus","2",4206,1503,2703,1938,435,69.6,NA,NA
"1978","BGM1360","2012","BR.BAG.PT.12.Citrus","1",4410,1778,2632,2812,1059,69.45,NA,NA
"1979","BGM1360","2012","BR.BAG.PT.12.Citrus","2",4474,1791,2683,2800,1036,70.2,NA,NA
"1980","BGM1361","2012","BR.BAG.PT.12.Citrus","1",4422,1877,2545,2718,856,67.1,NA,NA
"1981","BGM1361","2012","BR.BAG.PT.12.Citrus","2",4408,1882,2526,2721,905,67.05,NA,NA
"1982","BGM1362","2012","BR.BAG.PT.12.Citrus","1",4748,1981,2767,3251,1358,68.55,NA,NA
"1983","BGM1362","2012","BR.BAG.PT.12.Citrus","2",4923.5,1997.5,2926,3232.5,1290.5,69.8,NA,NA
"1984","BGM1363","2012","BR.BAG.PT.12.Citrus","1",4360,1598,2762,2646,1048,71.05,NA,NA
"1985","BGM1363","2012","BR.BAG.PT.12.Citrus","2",4570.5,1741,2829.5,2978.5,1255,70.7,NA,NA
"1986","BGM1364","2012","BR.BAG.PT.12.Citrus","2",5082,1872,3210,2770,973,69.25,NA,NA
"1987","BGM1366","2012","BR.BAG.PT.12.Citrus","1",4457,1583,2874,2059,476,70.3,NA,NA
"1988","BGM1366","2012","BR.BAG.PT.12.Citrus","2",4411,1552,2859,2062,510,70.35,NA,NA
"1989","BGM1367","2012","BR.BAG.PT.12.Citrus","1",5291,1732,3559,2759,1140,69.5,NA,NA
"1990","BGM1367","2012","BR.BAG.PT.12.Citrus","2",5330,1726,3604,2726,1047,69.45,NA,NA
"1991","BGM1368","2012","BR.BAG.PT.12.Citrus","1",4718,1584,3134,2638,1083,71.15,NA,NA
"1992","BGM1368","2012","BR.BAG.PT.12.Citrus","2",4813,1599,3214,2678,1114,70.9,NA,NA
"1993","BGM1369","2012","BR.BAG.PT.12.Citrus","1",3863,1422,2441,2210,788,71.9,NA,NA
"1994","BGM1369","2012","BR.BAG.PT.12.Citrus","2",3802,1404,2398,2168,764,71.1,NA,NA
"1995","BGM1370","2012","BR.BAG.PT.12.Citrus","1",4131,1491,2640,2402,911,70.2,NA,NA
"1996","BGM1370","2012","BR.BAG.PT.12.Citrus","2",4130,1469,2661,2391,922,70.2,NA,NA
"1997","BGM1371","2012","BR.BAG.PT.12.Citrus","1",4382,1284,3098,1754,470,68.6,NA,NA
"1998","BGM1371","2012","BR.BAG.PT.12.Citrus","2",4340,1290,3050,1742,452,68.45,NA,NA
"1999","BGM1373","2012","BR.BAG.PT.12.Citrus","1",5351,1740,3611,2817,1093,70.2,NA,NA
"2000","BGM1373","2012","BR.BAG.PT.12.Citrus","2",5262,1714,3548,2676.5,989.5,70.6,NA,NA
"2001","BGM1376","2012","BR.BAG.PT.12.Citrus","1",4918,1639,3279,3047,1408,70.2,NA,NA
"2002","BGM1376","2012","BR.BAG.PT.12.Citrus","2",4874,1643,3231,2956,1313,70.25,NA,NA
"2003","BGM1382","2012","BR.BAG.PT.12.Citrus","1",5171,1752,3419,2918,1178,70.2,NA,NA
"2004","BGM1382","2012","BR.BAG.PT.12.Citrus","2",5031,1741,3290,3031,1305,71,NA,NA
"2005","BGM1383","2012","BR.BAG.PT.12.Citrus","2",5752,2073,3679,2862,845,71.15,NA,NA
"2006","BGM1398","2012","BR.BAG.PT.12.Citrus","1",4200,1227,2973,1733,506,69.45,NA,NA
"2007","BGM1398","2012","BR.BAG.PT.12.Citrus","2",4373,1270,3103,1770,500,69.5,NA,NA
"2008","BGM1401","2012","BR.BAG.PT.12.Citrus","2",4890,1339,3551,1979,640,71.95,NA,NA
"2009","BGM1402","2012","BR.BAG.PT.12.Citrus","1",4656,869,3787,1263,394,71.8,NA,NA
"2010","BGM1402","2012","BR.BAG.PT.12.Citrus","2",4830,884,3946,1305,421,71.95,NA,NA
"2011","BGM1403","2012","BR.BAG.PT.12.Citrus","1",6502,1646,4856,2214,568,65.3,NA,NA
"2012","BGM1403","2012","BR.BAG.PT.12.Citrus","2",6506,1631,4875,2217,586,64.35,NA,NA
"2013","BGM1406","2012","BR.BAG.PT.12.Citrus","1",5534,1439,4095,2279,840,65.3,NA,NA
"2014","BGM1406","2012","BR.BAG.PT.12.Citrus","2",5557,1517,4040,2338,821,65.35,NA,NA
"2015","BGM1407","2012","BR.BAG.PT.12.Citrus","1",5653.5,1656.5,3997,3043.5,1446,63.325,NA,NA
"2016","BGM1407","2012","BR.BAG.PT.12.Citrus","2",5697.5,1356.5,4341,3067,1757.5,63.3,NA,NA
"2017","BGM1408","2012","BR.BAG.PT.12.Citrus","1",4841.5,1790,3051.5,3029,1288,68.975,NA,NA
"2018","BGM1408","2012","BR.BAG.PT.12.Citrus","2",4707.5,1847,2860.5,3058.5,1242.5,69.8,NA,NA
"2019","BGM1409","2012","BR.BAG.PT.12.Citrus","1",5249,1646,3603,3231.5,1674.5,67.05,NA,NA
"2020","BGM1409","2012","BR.BAG.PT.12.Citrus","2",5213.5,1745.5,3468,3266,1565,67.375,NA,NA
"2021","BGM1410","2012","BR.BAG.PT.12.Citrus","1",5193,1959.5,3233.5,3333,1427,59.275,NA,NA
"2022","BGM1410","2012","BR.BAG.PT.12.Citrus","2",5157,1932.5,3224.5,3347,1463,67.75,NA,NA
"2023","BGM1412","2012","BR.BAG.PT.12.Citrus","1",4824,1475,3349,2997,1522,70.3,NA,NA
"2024","BGM1412","2012","BR.BAG.PT.12.Citrus","2",4855,1456,3399,3079,1623,70.3,NA,NA
"2025","BGM1413","2012","BR.BAG.PT.12.Citrus","1",3979,1309,2670,2222,913,71.1,NA,NA
"2026","BGM1413","2012","BR.BAG.PT.12.Citrus","2",4017,1320,2697,2254,934,71.1,NA,NA
"2027","BGM1415","2012","BR.BAG.PT.12.Citrus","1",4164.5,1711.5,2453,2451,758.5,71.025,NA,NA
"2028","BGM1415","2012","BR.BAG.PT.12.Citrus","2",4137,1696,2441,2419,742.5,70.6,NA,NA
"2029","BGM1416","2012","BR.BAG.PT.12.Citrus","1",4535,1702,2833,3036,1366,70.2,NA,NA
"2030","BGM1416","2012","BR.BAG.PT.12.Citrus","2",4529,1795,2734,3154,1377,70.25,NA,NA
"2031","BGM1417","2012","BR.BAG.PT.12.Citrus","1",4751,1783,2968,2816,1033,70.3,NA,NA
"2032","BGM1417","2012","BR.BAG.PT.12.Citrus","2",4754,1730,3024,2794,1064,70.1,NA,NA
"2033","BGM1418","2012","BR.BAG.PT.12.Citrus","1",5957,1507,4450,2836,1329,66.1,NA,NA
"2034","BGM1418","2012","BR.BAG.PT.12.Citrus","2",5896,1484,4412,2812,1328,65.25,NA,NA
"2035","BGM1420","2012","BR.BAG.PT.12.Citrus","1",4146,1371,2775,1937,566,69.35,NA,NA
"2036","BGM1420","2012","BR.BAG.PT.12.Citrus","2",4148,1345,2803,1883,538,70.25,NA,NA
"2037","BGM1422","2012","BR.BAG.PT.12.Citrus","2",4715,1694,3021,2930,1257,70.2,NA,NA
"2038","BGM1423","2012","BR.BAG.PT.12.Citrus","1",5175.5,2009.5,3166,3403.5,1426.5,68.25,NA,NA
"2039","BGM1423","2012","BR.BAG.PT.12.Citrus","2",5192,1997,3195,3357,1412.5,67.425,NA,NA
"2040","BGM1429","2012","BR.BAG.PT.12.Citrus","1",4039,1226,2813,2169,943,66.15,NA,NA
"2041","BGM1429","2012","BR.BAG.PT.12.Citrus","2",4213,1385.667,2827.333,2427,1044.333,67.68333,NA,NA
"2042","BGM1432","2012","BR.BAG.PT.12.Citrus","1",4674,1265,3409,3135,1954,67,NA,NA
"2043","BGM1432","2012","BR.BAG.PT.12.Citrus","2",4841.5,1765,3076.5,2904.5,1203.5,67,NA,NA
"2044","BGM1436","2012","BR.BAG.PT.12.Citrus","1",4690,1533,3157,2571,1051,72.7,NA,NA
"2045","BGM1436","2012","BR.BAG.PT.12.Citrus","2",4841,1541,3300,2545,1004,72.65,NA,NA
"2046","BGM1437","2012","BR.BAG.PT.12.Citrus","1",4545,1515,3030,2759,1244,70.25,NA,NA
"2047","BGM1437","2012","BR.BAG.PT.12.Citrus","2",4833,1582,3251,2925,1343,71,NA,NA
"2048","BGM1440","2012","BR.BAG.PT.12.Citrus","1",4060,1410,2650,2606,1196,70.35,NA,NA
"2049","BGM1440","2012","BR.BAG.PT.12.Citrus","2",3981,1418,2563,2717,1299,70.25,NA,NA
"2050","BGM1442","2012","BR.BAG.PT.12.Citrus","2",4767,1993,2774,3191,1260,72.8,NA,NA
"2051","BGM1444","2012","BR.BAG.PT.12.Citrus","1",4970,1535,3435,2679,1144,70.2,NA,NA
"2052","BGM1444","2012","BR.BAG.PT.12.Citrus","2",4942,1542,3400,2664,1122,71,NA,NA
"2053","BGM1447","2012","BR.BAG.PT.12.Citrus","1",5076,1844,3232,2777,960,67.05,NA,NA
"2054","BGM1447","2012","BR.BAG.PT.12.Citrus","2",4953.5,1873,3080.5,2844,1005.5,69.475,NA,NA
"2055","BGM1448","2012","BR.BAG.PT.12.Citrus","1",5221,1762,3459,3092,1462,69.4,NA,NA
"2056","BGM1448","2012","BR.BAG.PT.12.Citrus","2",4847.5,1762.5,3085,2878.5,1235,69.7,NA,NA
"2057","BGM1450","2012","BR.BAG.PT.12.Citrus","1",4879,1494,3385,3011,1517,67.8,NA,NA
"2058","BGM1450","2012","BR.BAG.PT.12.Citrus","2",4824,1449,3375,2960,1511,67.8,NA,NA
"2059","BGM1451","2012","BR.BAG.PT.12.Citrus","2",5058,1835,3223,3170,1335,71.15,NA,NA
"2060","BGM1452","2012","BR.BAG.PT.12.Citrus","1",4612,1385,3227,2425,1040,69.45,NA,NA
"2061","BGM1452","2012","BR.BAG.PT.12.Citrus","2",4631,1430,3201,2418,988,68.55,NA,NA
"2062","BGM1453","2012","BR.BAG.PT.12.Citrus","2",4918,1826,3092,2900,1105,71.15,NA,NA
"2063","BGM1454","2012","BR.BAG.PT.12.Citrus","2",5081,1921,3160,2826,929,73.55,NA,NA
"2064","BGM1455","2012","BR.BAG.PT.12.Citrus","1",5535,1830,3705,2851,1062,71.1,NA,NA
"2065","BGM1455","2012","BR.BAG.PT.12.Citrus","2",5603.5,1875.5,3728,3028,1161.5,71.15,NA,NA
"2066","BGM1456","2012","BR.BAG.PT.12.Citrus","1",5298,2050,3248,3213,1203,71,NA,NA
"2067","BGM1456","2012","BR.BAG.PT.12.Citrus","2",5325,2024,3301,3170,1163,71.8,NA,NA
"2068","BGM1457","2012","BR.BAG.PT.12.Citrus","1",4985,1535,3450,2594,1064,71.95,NA,NA
"2069","BGM1457","2012","BR.BAG.PT.12.Citrus","2",4884,1521,3363,2602,1087,71.85,NA,NA
"2070","BGM1457","2013","BR.BAG1.PT.13.NH1A","1",4426,1776,2650,2942,1205,69.4,NA,NA
"2071","BGM1457","2013","BR.BAG1.PT.13.NH1A","2",4296,1735,2561,2933,1228,69.3,NA,NA
"2072","BGM1458","2013","BR.BAG1.PT.13.NH1A","1",4614,1269,3345,2028,759,71.75,NA,NA
"2073","BGM1458","2013","BR.BAG1.PT.13.NH1A","2",4513,1250,3263,2016,766,71,NA,NA
"2074","BGM1465","2013","BR.BAG1.PT.13.NH1A","2",4940,1861,3079,3218,1472,72.8,NA,NA
"2075","BGM1472","2013","BR.BAG1.PT.13.NH1A","1",5084,1677,3407,2836,1166,70.25,NA,NA
"2076","BGM1472","2013","BR.BAG1.PT.13.NH1A","2",5003,1691,3312,2852,1173,70.3,NA,NA
"2077","BGM1473","2013","BR.BAG1.PT.13.NH1A","1",6281,1643,4638,2811,1168,67.7,NA,NA
"2078","BGM1473","2013","BR.BAG1.PT.13.NH1A","2",6123,1634,4489,2838,1206,67.75,NA,NA
"2079","BGM1474","2013","BR.BAG1.PT.13.NH1A","1",5028,2067,2961,3109,1072,71.05,NA,NA
"2080","BGM1474","2013","BR.BAG1.PT.13.NH1A","2",4932,1956,2976,3159,1217,71.05,NA,NA
"2081","BGM1475","2013","BR.BAG1.PT.13.NH1A","1",4132,1431,2701,2386,955,72.65,NA,NA
"2082","BGM1475","2013","BR.BAG1.PT.13.NH1A","2",4082,1388,2694,2348,964,72.7,NA,NA
"2083","BGM1476","2013","BR.BAG1.PT.13.NH1A","1",4710,1489,3221,2832,1343,67.95,NA,NA
"2084","BGM1476","2013","BR.BAG1.PT.13.NH1A","2",4651,1449,3202,2775,1326,67.85,NA,NA
"2085","BGM1477","2013","BR.BAG1.PT.13.NH1A","1",5189,1989,3200,2955,966,67,NA,NA
"2086","BGM1477","2013","BR.BAG1.PT.13.NH1A","2",5192,1959,3233,2943,988,67.05,NA,NA
"2087","BGM1481","2013","BR.BAG1.PT.13.NH1A","1",3879,1457,2422,2663,1206,69.45,NA,NA
"2088","BGM1481","2013","BR.BAG1.PT.13.NH1A","2",4644,1777,2867,2796.5,1049.5,69.775,NA,NA
"2089","BGM1482","2013","BR.BAG1.PT.13.NH1A","1",4728,1819,2909,2646,855,68.6,NA,NA
"2090","BGM1482","2013","BR.BAG1.PT.13.NH1A","2",4618,1762,2856,2615,856,68.55,NA,NA
"2091","BGM1484","2013","BR.BAG1.PT.13.NH1A","1",4125,1712,2413,2693,989,67.75,NA,NA
"2092","BGM1484","2013","BR.BAG1.PT.13.NH1A","2",4166,1741,2425,2690,958,67.9,NA,NA
"2093","BGM1487","2013","BR.BAG1.PT.13.NH1A","1",4909,1639,3270,3234,1686,66.95,NA,NA
"2094","BGM1487","2013","BR.BAG1.PT.13.NH1A","2",5203.5,1547,3656.5,3316.5,1792,64.525,NA,NA
"2095","BGM1488","2013","BR.BAG1.PT.13.NH1A","2",4723,1652,3071,2671,1073,70.2,NA,NA
"2096","BGM1489","2013","BR.BAG1.PT.13.NH1A","1",4387,1670,2717,2437,767,71,NA,NA
"2097","BGM1489","2013","BR.BAG1.PT.13.NH1A","2",4235,1644,2591,2364,720,71.15,NA,NA
"2098","BGM1491","2013","BR.BAG1.PT.13.NH1A","1",4727,1557,3170,2925,1368,70.2,NA,NA
"2099","BGM1491","2013","BR.BAG1.PT.13.NH1A","2",4580,1549,3031,2811,1262,70.2,NA,NA
"2100","BGM1494","2013","BR.BAG1.PT.13.NH1A","1",5600,1993,3607,3731,1740,69.4,NA,NA
"2101","BGM1494","2013","BR.BAG1.PT.13.NH1A","2",5424,1805,3619,3589,1813,67.8,NA,NA
"2102","BGM1495","2013","BR.BAG1.PT.13.NH1A","1",4697,1546,3151,2995,1449,70.4,NA,NA
"2103","BGM1495","2013","BR.BAG1.PT.13.NH1A","2",4814,1592,3222,3092,1500,70.25,NA,NA
"2104","BGM1496","2013","BR.BAG1.PT.13.NH1A","1",4857,1675,3182,2767,1092,69.35,NA,NA
"2105","BGM1496","2013","BR.BAG1.PT.13.NH1A","2",4783,1648,3135,2736,1088,68.55,NA,NA
"2106","BGM1497","2013","BR.BAG1.PT.13.NH1A","1",4632,1615,3017,2682,1069,69.35,NA,NA
"2107","BGM1497","2013","BR.BAG1.PT.13.NH1A","2",4554,1615,2939,2698,1083,68.5,NA,NA
"2108","BGM1498","2013","BR.BAG1.PT.13.NH1A","2",4956,1915,3041,3026,1124,71.95,NA,NA
"2109","BGM1499","2013","BR.BAG1.PT.13.NH1A","2",5097,1789,3308,2926,1150,72.8,NA,NA
"2110","BGM1502","2013","BR.BAG1.PT.13.NH1A","2",5365,1891,3474,3047,1163,71.95,NA,NA
"2111","BGM1503","2013","BR.BAG1.PT.13.NH1A","1",4888,1729,3159,2936,1264,69.4,NA,NA
"2112","BGM1503","2013","BR.BAG1.PT.13.NH1A","2",4986.5,1921,3065.5,3161,1317,70.65,NA,NA
"2113","BGM1508","2013","BR.BAG1.PT.13.NH1A","1",4860,1882,2978,3342,1460,67.8,NA,NA
"2114","BGM1508","2013","BR.BAG1.PT.13.NH1A","2",4813,1933,2880,3267,1356,68.55,NA,NA
"2115","BGM1512","2013","BR.BAG1.PT.13.NH1A","1",4551,1659,2892,2722,1063,71.1,NA,NA
"2116","BGM1512","2013","BR.BAG1.PT.13.NH1A","2",4621,1661,2960,2752,1091,71.9,NA,NA
"2117","BGM1513","2013","BR.BAG1.PT.13.NH1A","1",4027,1469,2558,2716,1247,68.55,NA,NA
"2118","BGM1513","2013","BR.BAG1.PT.13.NH1A","2",4086,1435,2651,2736,1301,68.6,NA,NA
"2119","BGM1515","2013","BR.BAG1.PT.13.NH1A","1",5187,1533.333,3653.667,2919,1424.333,68.58333,NA,NA
"2120","BGM1515","2013","BR.BAG1.PT.13.NH1A","2",4874.333,1396.333,3478,3162,1811,67.81667,NA,NA
"2121","BGM1516","2013","BR.BAG1.PT.13.NH1A","1",5559,1556,4003,2464,909,68.55,NA,NA
"2122","BGM1516","2013","BR.BAG1.PT.13.NH1A","2",5458,1526,3932,2432,906,68.65,NA,NA
"2123","BGM1517","2013","BR.BAG1.PT.13.NH1A","1",4639,1465,3174,3034,1569,69.4,NA,NA
"2124","BGM1517","2013","BR.BAG1.PT.13.NH1A","2",4689,1477,3212,3015,1538,70.3,NA,NA
"2125","BGM1518","2013","BR.BAG1.PT.13.NH1A","1",4950,1634,3316,3276.5,1736,68.525,NA,NA
"2126","BGM1518","2013","BR.BAG1.PT.13.NH1A","2",4885.667,1731.333,3154.333,3084.333,1400,68.81667,NA,NA
"2127","BGM1520","2013","BR.BAG1.PT.13.NH1A","2",4990,1880,3110,3071,1233,72.8,NA,NA
"2128","BGM1521","2013","BR.BAG1.PT.13.NH1A","1",5413,1605,3808,2529,924,70.15,NA,NA
"2129","BGM1521","2013","BR.BAG1.PT.13.NH1A","2",5389,1598,3791,2491,894,69.3,NA,NA
"2130","BGM1535","2013","BR.BAG1.PT.13.NH1A","2",5185,1871,3314,3175,1362,71.95,NA,NA
"2131","BGM1537","2013","BR.BAG1.PT.13.NH1A","1",4968,1538,3430,2630,1092,71.85,NA,NA
"2132","BGM1537","2013","BR.BAG1.PT.13.NH1A","2",4888,1518,3370,2646,1128,72.7,NA,NA
"2133","BGM1543","2013","BR.BAG1.PT.13.NH1A","1",4853,1872,2981,2987,1118,70.15,NA,NA
"2134","BGM1543","2013","BR.BAG1.PT.13.NH1A","2",4886,1885,3001,2963,1078,70.2,NA,NA
"2135","BGM1545","2013","BR.BAG1.PT.13.NH1A","1",4911,1716,3195,3014,1344,68.6,NA,NA
"2136","BGM1545","2013","BR.BAG1.PT.13.NH1A","2",4864,1711,3153,2971,1276,68.65,NA,NA
"2137","BGM1547","2013","BR.BAG1.PT.13.NH1A","1",6048,1485,4563,3412,1971,65.45,NA,NA
"2138","BGM1547","2013","BR.BAG1.PT.13.NH1A","2",6005,1039,4966,3415,2447,65.45,NA,NA
"2139","BGM1549","2013","BR.BAG1.PT.13.NH1A","1",4941,1959,2982,2798,881,68.6,NA,NA
"2140","BGM1549","2013","BR.BAG1.PT.13.NH1A","2",5001,1996,3005,3034.5,1050.5,70.225,NA,NA
"2141","BGM1560","2013","BR.BAG1.PT.13.NH1A","1",5475,1853,3622,3637,1785,67.65,NA,NA
"2142","BGM1560","2013","BR.BAG1.PT.13.NH1A","2",5357,1892,3465,3537,1672,68.55,NA,NA
"2143","BGM1566","2013","BR.BAG1.PT.13.NH1A","2",5761,2043,3718,3578,1621,69.25,NA,NA
"2144","BGM1569","2013","BR.BAG1.PT.13.NH1A","1",4675,1669,3006,3338,1704,68.55,NA,NA
"2145","BGM1569","2013","BR.BAG1.PT.13.NH1A","2",4510,1790,2720,3221,1510,68.6,NA,NA
"2146","BGM1576","2013","BR.BAG1.PT.13.NH1A","1",3888,1366,2522,2706,1340,70.95,NA,NA
"2147","BGM1576","2013","BR.BAG1.PT.13.NH1A","2",3931,1391,2540,2702,1311,71,NA,NA
"2148","BGM1579","2013","BR.BAG1.PT.13.NH1A","1",5235,1648,3587,2776,1130,70.25,NA,NA
"2149","BGM1579","2013","BR.BAG1.PT.13.NH1A","2",5253,1650,3603,2759,1109,70.25,NA,NA
"2150","BGM1583","2013","BR.BAG1.PT.13.NH1A","1",5721,2010,3711,3235,1250,70.1,NA,NA
"2151","BGM1583","2013","BR.BAG1.PT.13.NH1A","2",5738,2010,3728,3239,1229,70.15,NA,NA
"2152","BGM1584","2013","BR.BAG1.PT.13.NH1A","1",5151,1636,3515,2733,1097,69.45,NA,NA
"2153","BGM1584","2013","BR.BAG1.PT.13.NH1A","2",5164,1638,3526,2719,1082,69.4,NA,NA
"2154","BGM1586","2013","BR.BAG1.PT.13.NH1A","1",4297,1691,2606,3163,1543,69.3,NA,NA
"2155","BGM1586","2013","BR.BAG1.PT.13.NH1A","2",4246,1636,2610,3032,1474,69.35,NA,NA
"2156","BGM1590","2013","BR.BAG1.PT.13.NH1A","1",4592,1252,3340,2327,1075,67.75,NA,NA
"2157","BGM1590","2013","BR.BAG1.PT.13.NH1A","2",4627,1290,3337,2377,1087,67.85,NA,NA
"2158","BGM1596","2013","BR.BAG1.PT.13.NH1A","1",5481,1811,3670,2966,1176,69.4,NA,NA
"2159","BGM1596","2013","BR.BAG1.PT.13.NH1A","2",5604,1847,3757,3006,1159,69.35,NA,NA
"2160","BGM1599","2013","BR.BAG1.PT.13.NH1A","2",4987,1945,3042,3289,1448,71.15,NA,NA
"2161","BGM1601","2013","BR.BAG1.PT.13.NH1A","2",5007,1828,3179,3180,1456,72.8,NA,NA
"2162","BGM1602","2013","BR.BAG1.PT.13.NH1A","1",4930,1407,3523,3181,1835,67.7,NA,NA
"2163","BGM1602","2013","BR.BAG1.PT.13.NH1A","2",5013,1618,3395,3157,1571,68.55,NA,NA
"2164","BGM1604","2013","BR.BAG1.PT.13.NH1A","1",4525,1518,3007,2532,1022,70.2,NA,NA
"2165","BGM1604","2013","BR.BAG1.PT.13.NH1A","2",4464,1525,2939,2528,1023,69.4,NA,NA
"2166","BGM1605","2013","BR.BAG1.PT.13.NH1A","1",4240,1386,2854,2446,1060,71.1,NA,NA
"2167","BGM1605","2013","BR.BAG1.PT.13.NH1A","2",4214,1397,2817,2443,1047,71.8,NA,NA
"2168","BGM1607","2013","BR.BAG1.PT.13.NH1A","1",5335,2014,3321,3591,1603,67.05,NA,NA
"2169","BGM1607","2013","BR.BAG1.PT.13.NH1A","2",5031,1825,3206,3406,1651,67.1,NA,NA
"2170","BGM1608","2013","BR.BAG1.PT.13.NH1A","1",5041,1760,3281,3090,1340,70.1,NA,NA
"2171","BGM1608","2013","BR.BAG1.PT.13.NH1A","2",5122,1806,3316,3097,1292,71,NA,NA
"2172","BGM1609","2013","BR.BAG1.PT.13.NH1A","1",4928,1192,3736,1870,678,69.3,NA,NA
"2173","BGM1609","2013","BR.BAG1.PT.13.NH1A","2",4996,1169,3827,1840,675,69.4,NA,NA
"2174","BGM1610","2013","BR.BAG1.PT.13.NH1A","2",5363,2209,3154,3602,1545,70.2,NA,NA
"2175","BGM1611","2013","BR.BAG1.PT.13.NH1A","2",5417,861,4556,1248,390,68.55,NA,NA
"2176","BGM1615","2013","BR.BAG1.PT.13.NH1A","1",4519,1254,3265,1982,728,71.9,NA,NA
