"","amostras","ano","ensaio","repeticao","peak_1","trough_1","breakdown","final_visc","setback","peak_time","pasting_temp","umidade_percent"
"797","BGM0164","2011","BR.BAG1.PT.11.EA1","1",4865,1827,3038,3289,1519,67.7,NA,NA
"798","BGM0164","2011","BR.BAG1.PT.11.EA1","2",4890,1619,3271,3241,1698,67.85,NA,NA
"799","BGM0165","2011","BR.BAG1.PT.11.EA1","2",4668,1655,3013,2658,1024,67.8,NA,NA
"800","BGM0166","2011","BR.BAG1.PT.11.EA1","1",4969,1999,2970,3243,1295,69.35,NA,NA
"801","BGM0166","2011","BR.BAG1.PT.11.EA1","2",4792,1993,2799,3209,1286,69.3,NA,NA
"802","BGM0167","2011","BR.BAG1.PT.11.EA1","1",5227,1852,3375,3121,1301,70.2,NA,NA
"803","BGM0167","2011","BR.BAG1.PT.11.EA1","2",5286,1833,3453,3211,1405,70.2,NA,NA
"804","BGM0169","2011","BR.BAG1.PT.11.EA1","1",5035,1986,3049,3098,1117,70.25,NA,NA
"805","BGM0169","2011","BR.BAG1.PT.11.EA1","2",5044,1997,3047,3026,1072,70.25,NA,NA
"806","BGM0171","2011","BR.BAG1.PT.11.EA1","1",5403,1827,3576,3315,1555,69.3,NA,NA
"807","BGM0171","2011","BR.BAG1.PT.11.EA1","2",5737,1885,3852,3558,1733,69.3,NA,NA
"808","BGM0172","2011","BR.BAG1.PT.11.EA1","1",4847,1745,3102,3019,1312,70.2,NA,NA
"809","BGM0172","2011","BR.BAG1.PT.11.EA1","2",4907,1763,3144,3177,1445,70.2,NA,NA
"810","BGM0173","2011","BR.BAG1.PT.11.EA1","1",5670,2089,3581,3513,1470,68.4,NA,NA
"811","BGM0173","2011","BR.BAG1.PT.11.EA1","2",5521,1989,3532,3527,1673,67.8,NA,NA
"812","BGM0174","2011","BR.BAG1.PT.11.EA1","1",4725,1684,3041,2917,1233,69.3,NA,NA
"813","BGM0174","2011","BR.BAG1.PT.11.EA1","2",4750,1653,3097,2854,1212,69.3,NA,NA
"814","BGM0176","2011","BR.BAG1.PT.11.EA1","1",4858,1547,3311,2969,1466,71.9,NA,NA
"815","BGM0176","2011","BR.BAG1.PT.11.EA1","2",5004,1553,3451,3090,1565,71.85,NA,NA
"816","BGM0177","2011","BR.BAG1.PT.11.EA1","1",4149,1581,2568,2720,1162,72.65,NA,NA
"817","BGM0177","2011","BR.BAG1.PT.11.EA1","2",4166,1547,2619,2732,1248,71.05,NA,NA
"818","BGM0178","2011","BR.BAG1.PT.11.EA1","1",5028,1683,3345,2986,1327,69.3,NA,NA
"819","BGM0178","2011","BR.BAG1.PT.11.EA1","2",5051,1704,3347,2959,1279,69.3,NA,NA
"820","BGM0179","2011","BR.BAG1.PT.11.EA1","1",3942,1638,2304,2611,973,71,NA,NA
"821","BGM0179","2011","BR.BAG1.PT.11.EA1","2",3959,1656,2303,2611,966,71.05,NA,NA
"822","BGM0181","2011","BR.BAG1.PT.11.EA1","1",4688,1274,3414,3107,1953,68.4,NA,NA
"823","BGM0181","2011","BR.BAG1.PT.11.EA1","2",4796,978,3818,3193,2303,68.4,NA,NA
"824","BGM0182","2011","BR.BAG1.PT.11.EA1","1",4798,1643,3155,2967,1369,70.2,NA,NA
"825","BGM0182","2011","BR.BAG1.PT.11.EA1","2",4765,1621,3144,3008,1439,70.2,NA,NA
"826","BGM0183","2011","BR.BAG1.PT.11.EA1","1",5098,1889,3209,3303,1440,68.4,NA,NA
"827","BGM0183","2011","BR.BAG1.PT.11.EA1","2",5246,1977,3269,3392,1479,69.3,NA,NA
"828","BGM0184","2011","BR.BAG1.PT.11.EA1","1",4884,1646,3238,2908,1313,69.3,NA,NA
"829","BGM0184","2011","BR.BAG1.PT.11.EA1","2",4888,1640,3248,2894,1314,69.3,NA,NA
"830","BGM0185","2011","BR.BAG1.PT.11.EA1","1",4934,1831,3103,3051,1242,69.3,NA,NA
"831","BGM0185","2011","BR.BAG1.PT.11.EA1","2",4861,1831,3030,3010,1201,69.3,NA,NA
"832","BGM0186","2011","BR.BAG1.PT.11.EA1","1",4780,1767,3013,2720,953,71.8,NA,NA
"833","BGM0186","2011","BR.BAG1.PT.11.EA1","2",4903,1776,3127,2593,819,72.8,NA,NA
"834","BGM0187","2011","BR.BAG1.PT.11.EA1","2",4568,1668,2900,2801,1157,70.2,NA,NA
"835","BGM0188","2011","BR.BAG1.PT.11.EA1","1",4809,1602,3207,2934,1358,70.2,NA,NA
"836","BGM0188","2011","BR.BAG1.PT.11.EA1","2",4781,1633,3148,3000,1391,70.2,NA,NA
"837","BGM0189","2011","BR.BAG1.PT.11.EA1","1",5019,1676,3343,2813,1137,69.65,NA,NA
"838","BGM0189","2011","BR.BAG1.PT.11.EA1","2",5068,1661,3407,2743,1082,69.4,NA,NA
"839","BGM0192","2011","BR.BAG1.PT.11.EA1","1",4918,1729,3189,2908,1206,69.3,NA,NA
"840","BGM0192","2011","BR.BAG1.PT.11.EA1","2",4907,1744,3163,2877,1172,69.3,NA,NA
"841","BGM0193","2011","BR.BAG1.PT.11.EA1","1",4617,1534,3083,2462,935,69.3,NA,NA
"842","BGM0193","2011","BR.BAG1.PT.11.EA1","2",4629,1555,3074,2486,931,69.3,NA,NA
"843","BGM0194","2011","BR.BAG1.PT.11.EA1","1",4744,1658,3086,2866,1233,70.95,NA,NA
"844","BGM0194","2011","BR.BAG1.PT.11.EA1","2",4724,1662,3062,2827,1185,70.2,NA,NA
"845","BGM0195","2011","BR.BAG1.PT.11.EA1","1",5089,1800,3289,3159,1460,69.3,NA,NA
"846","BGM0195","2011","BR.BAG1.PT.11.EA1","2",5075,1836,3239,3025,1390,69.3,NA,NA
"847","BGM0196","2011","BR.BAG1.PT.11.EA1","1",4904,1943,2961,3240,1425,70.2,NA,NA
"848","BGM0196","2011","BR.BAG1.PT.11.EA1","2",4879,1939,2940,3192,1366,70.2,NA,NA
"849","BGM0198","2011","BR.BAG1.PT.11.EA1","1",5355,1898,3457,3430,1637,69.3,NA,NA
"850","BGM0198","2011","BR.BAG1.PT.11.EA1","2",5252,1928,3324,3344,1588,69.3,NA,NA
"851","BGM0200","2011","BR.BAG1.PT.11.EA1","1",4809,1685,3124,2882,1296,68.4,NA,NA
"852","BGM0200","2011","BR.BAG1.PT.11.EA1","2",4765,1735,3030,2861,1259,68.4,NA,NA
"853","BGM0201","2011","BR.BAG1.PT.11.EA1","1",4875,1863,3012,2994,1148,68.4,NA,NA
"854","BGM0201","2011","BR.BAG1.PT.11.EA1","2",4845,1934,2911,2933,1001,69.3,NA,NA
"855","BGM0202","2011","BR.BAG1.PT.11.EA1","1",5009,1798,3211,3172,1412,70.2,NA,NA
"856","BGM0202","2011","BR.BAG1.PT.11.EA1","2",4975,1786,3189,3206,1498,70.95,NA,NA
"857","BGM0203","2011","BR.BAG1.PT.11.EA1","1",4800,1610,3190,2871,1269,70.85,NA,NA
"858","BGM0203","2011","BR.BAG1.PT.11.EA1","2",5094,1554,3540,2935,1399,71.2,NA,NA
"859","BGM0204","2011","BR.BAG1.PT.11.EA1","1",4342,1394,2948,2508,1114,69.4,NA,NA
"860","BGM0204","2011","BR.BAG1.PT.11.EA1","2",4271,1377,2894,2462,1085,70.2,NA,NA
"861","BGM0205","2011","BR.BAG1.PT.11.EA1","1",4913,1713,3200,3054,1393,69.3,NA,NA
"862","BGM0205","2011","BR.BAG1.PT.11.EA1","2",4953,1698,3255,3104,1430,68.4,NA,NA
"863","BGM0207","2011","BR.BAG1.PT.11.EA1","1",4945,2070,2875,3058,1155,67.9,NA,NA
"864","BGM0207","2011","BR.BAG1.PT.11.EA1","2",4988,1866,3122,3240.5,1446,70.2,NA,NA
"865","BGM0208","2011","BR.BAG1.PT.11.EA1","1",4961,1576,3385,2757,1189,68.6,NA,NA
"866","BGM0208","2011","BR.BAG1.PT.11.EA1","2",4995,1546,3449,2712,1174,68.65,NA,NA
"867","BGM0211","2011","BR.BAG1.PT.11.EA1","1",4766,1819,2947,3200,1408,73.5,NA,NA
"868","BGM0211","2011","BR.BAG1.PT.11.EA1","2",4715,1731,2984,3136,1495,71.8,NA,NA
"869","BGM0212","2011","BR.BAG1.PT.11.EA1","1",5125,1835.5,3289.5,3295,1529.5,70.625,NA,NA
"870","BGM0212","2011","BR.BAG1.PT.11.EA1","2",5069.33333333333,1936.33333333333,3133,3066,1165.33333333333,71,NA,NA
"871","BGM0213","2011","BR.BAG1.PT.11.EA1","1",4669,1676,2993,2707,1074,70.95,NA,NA
"872","BGM0213","2011","BR.BAG1.PT.11.EA1","2",4643,1652,2991,2723,1103,70.95,NA,NA
"873","BGM0214","2011","BR.BAG1.PT.11.EA1","1",4765.5,1850,2915.5,3148.5,1401,70.175,NA,NA
"874","BGM0214","2011","BR.BAG1.PT.11.EA1","2",4783,1886,2897,3204,1354,69.85,NA,NA
"875","BGM0215","2011","BR.BAG1.PT.11.EA1","1",4950,1974,2976,2953,1349,72.7,NA,NA
"876","BGM0215","2011","BR.BAG1.PT.11.EA1","2",4981,2031,2950,2895,1056,72.6,NA,NA
"877","BGM0216","2011","BR.BAG1.PT.11.EA1","1",4594,1783,2811,3137,1406,71.2,NA,NA
"878","BGM0216","2011","BR.BAG1.PT.11.EA1","2",4556,1690,2866,3134,1450,71,NA,NA
"879","BGM0217","2011","BR.BAG1.PT.11.EA1","1",4692,2046,2646,3162,1389,68.65,NA,NA
"880","BGM0217","2011","BR.BAG1.PT.11.EA1","2",4647,2021,2626,3129,1188,68.6,NA,NA
"881","BGM0218","2011","BR.BAG1.PT.11.EA1","2",4877,1728,3149,2896,1168,69.3,NA,NA
"882","BGM0219","2011","BR.BAG1.PT.11.EA1","1",4320,1667,2653,2686,1075,69.35,NA,NA
"883","BGM0219","2011","BR.BAG1.PT.11.EA1","2",4337,1654,2683,2684,1080,69.35,NA,NA
"884","BGM0220","2011","BR.BAG1.PT.11.EA1","1",4522,1730,2792,2858,1170,70.2,NA,NA
"885","BGM0220","2011","BR.BAG1.PT.11.EA1","2",4476,1692,2784,2982,1310,71.1,NA,NA
"886","BGM0222","2011","BR.BAG1.PT.11.EA1","2",5880,2042,3838,3206,1172,69.45,NA,NA
"887","BGM0223","2011","BR.BAG1.PT.11.EA1","1",4692,1626,3066,2610,984,68.4,NA,NA
"888","BGM0223","2011","BR.BAG1.PT.11.EA1","2",4748,1649,3099,2659,1021,68.4,NA,NA
"889","BGM0224","2011","BR.BAG1.PT.11.EA1","1",5149,2162,2987,3314,1419,69.3,NA,NA
"890","BGM0224","2011","BR.BAG1.PT.11.EA1","2",5214,2159,3055,3285,1347,68.4,NA,NA
"891","BGM0225","2011","BR.BAG1.PT.11.EA1","1",4809,1673,3136,2854,1193,70.2,NA,NA
"892","BGM0225","2011","BR.BAG1.PT.11.EA1","2",4778,1671,3107,2838,1187,69.3,NA,NA
"893","BGM0226","2011","BR.BAG1.PT.11.EA1","1",5683,1821,3862,2828,1015,67.95,NA,NA
"894","BGM0226","2011","BR.BAG1.PT.11.EA1","2",5696,1814,3882,2886,1072,66.95,NA,NA
"895","BGM0229","2011","BR.BAG1.PT.11.EA1","1",4537,1671,2866,2889,1267,69.3,NA,NA
"896","BGM0229","2011","BR.BAG1.PT.11.EA1","2",4480,1678,2802,2905,1227,70.2,NA,NA
"897","BGM0230","2011","BR.BAG1.PT.11.EA1","1",5207,1772,3435,3038,1293,67.8,NA,NA
"898","BGM0230","2011","BR.BAG1.PT.11.EA1","2",5325,1835,3490,3049,1230,68.4,NA,NA
"899","BGM0232","2011","BR.BAG1.PT.11.EA1","1",4970,1918,3052,3253,1438,68.4,NA,NA
"900","BGM0232","2011","BR.BAG1.PT.11.EA1","2",5010,1935,3075,3427,1525,69.3,NA,NA
"901","BGM0234","2011","BR.BAG1.PT.11.EA1","1",4573,1415,3158,2163,758,67,NA,NA
"902","BGM0234","2011","BR.BAG1.PT.11.EA1","2",4585,1439,3146,2164,742,67,NA,NA
"903","BGM0236","2011","BR.BAG1.PT.11.EA1","1",4295.5,1541,2754.5,2445,951,68.85,NA,NA
"904","BGM0236","2011","BR.BAG1.PT.11.EA1","2",4507.5,1671,2836.5,2595.5,970.5,65.8,NA,NA
"905","BGM0237","2011","BR.BAG1.PT.11.EA1","1",5059,1754,3305,2907,1165,70.2,NA,NA
"906","BGM0237","2011","BR.BAG1.PT.11.EA1","2",5025,1791,3234,2911,1142,70.2,NA,NA
"907","BGM0238","2011","BR.BAG1.PT.11.EA1","1",4860,1805,3055,3161,1385,69.3,NA,NA
"908","BGM0238","2011","BR.BAG1.PT.11.EA1","2",4876,1823,3053,3058,1324,69.3,NA,NA
"909","BGM0242","2011","BR.BAG1.PT.11.EA1","1",5032,1987,3045,3180,1381,70.2,NA,NA
"910","BGM0242","2011","BR.BAG1.PT.11.EA1","2",5172,1983,3189,3359,1546,70.2,NA,NA
"911","BGM0243","2011","BR.BAG1.PT.11.EA1","1",4815,1786,3029,2830,1186,70.15,NA,NA
"912","BGM0243","2011","BR.BAG1.PT.11.EA1","2",4922,1796,3126,2908,1112,70.35,NA,NA
"913","BGM0244","2011","BR.BAG1.PT.11.EA1","1",5212,1955,3257,3314,1400,69.3,NA,NA
"914","BGM0244","2011","BR.BAG1.PT.11.EA1","2",5174,1927,3247,3224,1399,69.3,NA,NA
"915","BGM0245","2011","BR.BAG1.PT.11.EA1","1",4741,1828,2913,3048,1271,69.3,NA,NA
"916","BGM0245","2011","BR.BAG1.PT.11.EA1","2",4798,1868,2930,3104,1302,70.2,NA,NA
"917","BGM0247","2011","BR.BAG1.PT.11.EA1","1",5181,1698,3483,2648,993,70.2,NA,NA
"918","BGM0247","2011","BR.BAG1.PT.11.EA1","2",5076,1642,3434,2594,994,69.35,NA,NA
"919","BGM0248","2011","BR.BAG1.PT.11.EA1","1",5144,1796,3348,3120,1458,67.8,NA,NA
"920","BGM0248","2011","BR.BAG1.PT.11.EA1","2",5145,1787,3358,3209,1489,67.8,NA,NA
"921","BGM0249","2011","BR.BAG1.PT.11.EA1","1",4814,1707,3107,3029,1343,69.3,NA,NA
"922","BGM0249","2011","BR.BAG1.PT.11.EA1","2",4793,1669,3124,2921,1315,69.3,NA,NA
"923","BGM0250","2011","BR.BAG1.PT.11.EA1","1",4215.5,1664.75,2550.75,2583.25,949,71.0625,NA,NA
"924","BGM0250","2011","BR.BAG1.PT.11.EA1","2",4145.5,1656,2489.5,2577.25,930.25,70.7625,NA,NA
"925","BGM0251","2011","BR.BAG1.PT.11.EA1","1",4512,1328,3184,1958,645,69.3,NA,NA
"926","BGM0251","2011","BR.BAG1.PT.11.EA1","2",4558,1346,3212,1963,636,69.3,NA,NA
"927","BGM0252","2011","BR.BAG1.PT.11.EA1","1",5440,2058,3382,3495,1490,68.4,NA,NA
"928","BGM0252","2011","BR.BAG1.PT.11.EA1","2",5444,2090,3354,3472,1460,69.3,NA,NA
"929","BGM0253","2011","BR.BAG1.PT.11.EA1","2",4675,1735,2940,2814,1086,70.95,NA,NA
"930","BGM0254","2011","BR.BAG1.PT.11.EA1","1",5222,1931,3291,2972,1242,68.4,NA,NA
"931","BGM0254","2011","BR.BAG1.PT.11.EA1","2",5199,1948,3251,3041,1160,68.4,NA,NA
"932","BGM0255","2011","BR.BAG1.PT.11.EA1","2",4626,1851,2775,2870,1099,70.95,NA,NA
"933","BGM0255","2011","BR.BAG2.PT.11.EA1","1",4482,1741,2741,2837,1216,70.2,NA,NA
"934","BGM0256","2011","BR.BAG2.PT.11.EA1","1",4954,1841,3113,3128,1370,69.3,NA,NA
"935","BGM0256","2011","BR.BAG2.PT.11.EA1","2",4977,1859,3118,3158,1372,69.3,NA,NA
"936","BGM0257","2011","BR.BAG2.PT.11.EA1","1",3969,1423,2546,2265,842,71.9,NA,NA
"937","BGM0257","2011","BR.BAG2.PT.11.EA1","2",4026,1426,2600,2266,840,71.85,NA,NA
"938","BGM0258","2011","BR.BAG2.PT.11.EA1","1",4802,1618,3184,2415,826,68.4,NA,NA
"939","BGM0258","2011","BR.BAG2.PT.11.EA1","2",4890,1663,3227,2450,832,69.3,NA,NA
"940","BGM0260","2011","BR.BAG2.PT.11.EA1","1",4105,1528,2577,2876,1428,68.4,NA,NA
"941","BGM0260","2011","BR.BAG2.PT.11.EA1","2",4536,1652,2884,3082,1512,68.4,NA,NA
"942","BGM0261","2011","BR.BAG2.PT.11.EA1","1",5067,1963,3104,3416,1521,68.4,NA,NA
"943","BGM0261","2011","BR.BAG2.PT.11.EA1","2",5045,1974,3071,3305,1413,68.4,NA,NA
"944","BGM0262","2011","BR.BAG2.PT.11.EA1","1",5203,1770,3433,3266,1536,68.4,NA,NA
"945","BGM0262","2011","BR.BAG2.PT.11.EA1","2",5287,1726,3561,3191,1496,68.4,NA,NA
"946","BGM0263","2011","BR.BAG2.PT.11.EA1","1",4231,1541,2690,2728,1275,69.4,NA,NA
"947","BGM0263","2011","BR.BAG2.PT.11.EA1","2",4586,1595,2991,2727,1184,69.4,NA,NA
"948","BGM0266","2011","BR.BAG2.PT.11.EA1","1",5256,1743,3513,3084,1401,68.4,NA,NA
"949","BGM0266","2011","BR.BAG2.PT.11.EA1","2",5245,1721,3524,3090,1445,68.4,NA,NA
"950","BGM0267","2011","BR.BAG2.PT.11.EA1","1",5693,2060,3633,3036,1001,67,NA,NA
"951","BGM0267","2011","BR.BAG2.PT.11.EA1","2",5272,1968,3304,3150,1222,67.8,NA,NA
"952","BGM0269","2011","BR.BAG2.PT.11.EA1","1",4797,1645,3152,2985,1356,69.3,NA,NA
"953","BGM0269","2011","BR.BAG2.PT.11.EA1","2",4768,1673,3095,2968,1337,70.2,NA,NA
"954","BGM0271","2011","BR.BAG2.PT.11.EA1","1",4815,1308,3507,2794,1486,67.05,NA,NA
"955","BGM0271","2011","BR.BAG2.PT.11.EA1","2",4795,1276,3519,2743,1467,67.75,NA,NA
"956","BGM0272","2011","BR.BAG2.PT.11.EA1","1",5490,1851,3639,3310,1647,69.45,NA,NA
"957","BGM0272","2011","BR.BAG2.PT.11.EA1","2",5453,1957,3496,3382,1491,69.4,NA,NA
"958","BGM0273","2011","BR.BAG2.PT.11.EA1","1",4805,1760,3045,3004,1358,68.45,NA,NA
"959","BGM0273","2011","BR.BAG2.PT.11.EA1","2",4781,1763,3018,3009,1342,68.6,NA,NA
"960","BGM0274","2011","BR.BAG2.PT.11.EA1","1",5507,1990,3517,3394,1631,67,NA,NA
"961","BGM0274","2011","BR.BAG2.PT.11.EA1","2",5459,2077,3382,3435,1533,67,NA,NA
"962","BGM0275","2011","BR.BAG2.PT.11.EA1","1",5110,1717,3393,2821,1139,68.4,NA,NA
"963","BGM0275","2011","BR.BAG2.PT.11.EA1","2",5078,1713,3365,2798,1087,68.4,NA,NA
"964","BGM0276","2011","BR.BAG2.PT.11.EA1","1",5182,2227,2955,3620,1653,69.3,NA,NA
"965","BGM0276","2011","BR.BAG2.PT.11.EA1","2",5206,2242,2964,3641,1471,70.2,NA,NA
"966","BGM0277","2011","BR.BAG2.PT.11.EA1","1",4941,1675,3266,2829.5,1203,71,NA,NA
"967","BGM0277","2011","BR.BAG2.PT.11.EA1","2",5032,1679,3353,2886.5,1243,71.025,NA,NA
"968","BGM0278","2011","BR.BAG2.PT.11.EA1","1",5184,1992,3192,3303,1349,69.35,NA,NA
"969","BGM0278","2011","BR.BAG2.PT.11.EA1","2",5007,1855,3152,3198,1422,68.55,NA,NA
"970","BGM0280","2011","BR.BAG2.PT.11.EA1","1",4534,1548,2986,2502,965,70.95,NA,NA
"971","BGM0280","2011","BR.BAG2.PT.11.EA1","2",4329,1536,2793,2470,985,71.05,NA,NA
"972","BGM0281","2011","BR.BAG2.PT.11.EA1","1",4919,1916,3003,2769,963,67.8,NA,NA
"973","BGM0281","2011","BR.BAG2.PT.11.EA1","2",4921,1927,2994,2776,962,67.8,NA,NA
"974","BGM0282","2011","BR.BAG2.PT.11.EA1","1",4988,1916.5,3071.5,3242.5,1343.5,70.575,NA,NA
"975","BGM0282","2011","BR.BAG2.PT.11.EA1","2",4761,1525.5,3235.5,2680.5,1163,71,NA,NA
"976","BGM0283","2011","BR.BAG2.PT.11.EA1","1",4878,1686,3192,2777,1091,69.3,NA,NA
"977","BGM0283","2011","BR.BAG2.PT.11.EA1","2",5192,1757,3435,2880,1123,69.3,NA,NA
"978","BGM0285","2011","BR.BAG2.PT.11.EA1","1",5302,1917,3385,3201,1366,68.4,NA,NA
"979","BGM0285","2011","BR.BAG2.PT.11.EA1","2",5429,2018,3411,3254,1287,70.2,NA,NA
"980","BGM0287","2011","BR.BAG2.PT.11.EA1","1",5079,1765,3314,2685,947,68.4,NA,NA
"981","BGM0287","2011","BR.BAG2.PT.11.EA1","2",5198,1768,3430,2717,954,68.4,NA,NA
"982","BGM0288","2011","BR.BAG2.PT.11.EA1","1",4759,1638.5,3120.5,3063,1454.5,69.275,NA,NA
"983","BGM0288","2011","BR.BAG2.PT.11.EA1","2",4792,1633.5,3158.5,3065.5,1499,68.975,NA,NA
"984","BGM0289","2011","BR.BAG2.PT.11.EA1","1",6264,1975,4289,3063,1092,68.6,NA,NA
"985","BGM0289","2011","BR.BAG2.PT.11.EA1","2",6223,1979,4244,3016,1037,70.15,NA,NA
"986","BGM0290","2011","BR.BAG2.PT.11.EA1","1",4712,1713,2999,2905,1192,70.95,NA,NA
"987","BGM0290","2011","BR.BAG2.PT.11.EA1","2",4618,1605,3013,2942,1344,69.3,NA,NA
"988","BGM0291","2011","BR.BAG2.PT.11.EA1","1",5041,1726,3315,3038,1359,68.4,NA,NA
"989","BGM0291","2011","BR.BAG2.PT.11.EA1","2",5121,1740,3381,3057,1338,69.3,NA,NA
"990","BGM0292","2011","BR.BAG2.PT.11.EA1","1",5688,1926,3762,3155,1233,68.4,NA,NA
"991","BGM0292","2011","BR.BAG2.PT.11.EA1","2",5291,1774,3517,2816,1066,68.4,NA,NA
"992","BGM0293","2011","BR.BAG2.PT.11.EA1","1",4973,1771,3202,2801,1054,69.3,NA,NA
"993","BGM0293","2011","BR.BAG2.PT.11.EA1","2",4820,1740,3080,2816,1076,68.4,NA,NA
"994","BGM0295","2011","BR.BAG2.PT.11.EA1","1",5144,2094,3050,3384,1406,67,NA,NA
"995","BGM0295","2011","BR.BAG2.PT.11.EA1","2",5214,2094,3120,3420,1438,67.8,NA,NA
"996","BGM0296","2011","BR.BAG2.PT.11.EA1","1",5010,1801,3209,3060,1283,70.15,NA,NA
"997","BGM0296","2011","BR.BAG2.PT.11.EA1","2",4963,1783,3180,3031,1299,70.2,NA,NA
"998","BGM0297","2011","BR.BAG2.PT.11.EA1","1",4768,1687,3081,2504,869,68.4,NA,NA
"999","BGM0297","2011","BR.BAG2.PT.11.EA1","2",4662,1645,3017,2449,860,68.4,NA,NA
"1000","BGM0298","2011","BR.BAG2.PT.11.EA1","1",4174,1457,2717,2425,984,68.4,NA,NA
"1001","BGM0298","2011","BR.BAG2.PT.11.EA1","2",4146,1456,2690,2331,883,70.2,NA,NA
"1002","BGM0300","2011","BR.BAG2.PT.11.EA1","1",5023,1838,3185,3088,1250,69.3,NA,NA
"1003","BGM0300","2011","BR.BAG2.PT.11.EA1","2",5103,1874,3229,3041,1171,70.2,NA,NA
"1004","BGM0301","2011","BR.BAG2.PT.11.EA1","1",5150,1631,3519,3200,1608,68.4,NA,NA
"1005","BGM0301","2011","BR.BAG2.PT.11.EA1","2",5189,1727,3462,3149,1459,68.4,NA,NA
"1006","BGM0302","2011","BR.BAG2.PT.11.EA1","1",4795,1816,2979,3072,1304,69.4,NA,NA
"1007","BGM0302","2011","BR.BAG2.PT.11.EA1","2",4753,1817,2936,3054,1280,69.35,NA,NA
"1008","BGM0303","2011","BR.BAG2.PT.11.EA1","1",4874,1685,3189,2211,526,68.65,NA,NA
"1009","BGM0303","2011","BR.BAG2.PT.11.EA1","2",4839,1681,3158,2246,565,69.45,NA,NA
"1010","BGM0304","2011","BR.BAG2.PT.11.EA1","1",5093,1813,3280,2943,1137,69.3,NA,NA
"1011","BGM0304","2011","BR.BAG2.PT.11.EA1","2",5128,1826,3302,2934,1134,69.3,NA,NA
"1012","BGM0305","2011","BR.BAG2.PT.11.EA1","1",4495,1753,2742,2931,1219,69.3,NA,NA
"1013","BGM0305","2011","BR.BAG2.PT.11.EA1","2",4326,1643,2683,2801,1253,69.5,NA,NA
"1014","BGM0307","2011","BR.BAG2.PT.11.EA1","1",3781,1493,2288,2009,516,68.65,NA,NA
"1015","BGM0307","2011","BR.BAG2.PT.11.EA1","2",3822,1478,2344,2002,524,68.65,NA,NA
"1016","BGM0308","2011","BR.BAG2.PT.11.EA1","1",5470,1790,3680,3221,1447,69.3,NA,NA
"1017","BGM0308","2011","BR.BAG2.PT.11.EA1","2",5480,1858,3622,3181,1399,70.3,NA,NA
"1018","BGM0310","2011","BR.BAG2.PT.11.EA1","1",4823,1282,3541,1783,516,67,NA,NA
"1019","BGM0310","2011","BR.BAG2.PT.11.EA1","2",4627,1265,3362,1744,499,67,NA,NA
"1020","BGM0312","2011","BR.BAG2.PT.11.EA1","1",5038,1413,3625,2364,951,66.9,NA,NA
"1021","BGM0312","2011","BR.BAG2.PT.11.EA1","2",5056,1492,3564,2413,921,66.05,NA,NA
"1022","BGM0313","2011","BR.BAG2.PT.11.EA1","1",4492,1714,2778,2875,1200,70.2,NA,NA
"1023","BGM0313","2011","BR.BAG2.PT.11.EA1","2",4517,1712,2805,2830,1167,70.2,NA,NA
"1024","BGM0315","2011","BR.BAG2.PT.11.EA1","1",5104,1791,3313,2921,1130,70.2,NA,NA
"1025","BGM0315","2011","BR.BAG2.PT.11.EA1","2",5102,1755,3347,2981,1226,68.4,NA,NA
"1026","BGM0316","2011","BR.BAG2.PT.11.EA1","1",4756,1780,2976,3037.5,1316,68.725,NA,NA
"1027","BGM0316","2011","BR.BAG2.PT.11.EA1","2",4827.5,1786,3041.5,3038.5,1332,68.275,NA,NA
"1028","BGM0317","2011","BR.BAG2.PT.11.EA1","1",4869,1644,3225,2625,981,70.15,NA,NA
"1029","BGM0317","2011","BR.BAG2.PT.11.EA1","2",4884,1636,3248,2567,985,70.15,NA,NA
"1030","BGM0318","2011","BR.BAG2.PT.11.EA1","1",4677,1647,3030,2564,925,67.8,NA,NA
"1031","BGM0318","2011","BR.BAG2.PT.11.EA1","2",4608,1682,2926,2492,810,68.4,NA,NA
"1032","BGM0319","2011","BR.BAG2.PT.11.EA1","1",4931,1906,3025,2756,850,70,NA,NA
"1033","BGM0319","2011","BR.BAG2.PT.11.EA1","2",4680,1820,2860,2563,903,70.95,NA,NA
"1034","BGM0320","2011","BR.BAG2.PT.11.EA1","1",5521,1989,3532,3349,1489,70.05,NA,NA
"1035","BGM0320","2011","BR.BAG2.PT.11.EA1","2",5511,1874,3637,3363,1514,69.45,NA,NA
"1036","BGM0321","2011","BR.BAG2.PT.11.EA1","1",4392,1555,2837,2245,706,70.2,NA,NA
"1037","BGM0321","2011","BR.BAG2.PT.11.EA1","2",4349,1575,2774,2306,742,70.2,NA,NA
"1038","BGM0322","2011","BR.BAG2.PT.11.EA1","1",4824,1811,3013,2866,1095,69.4,NA,NA
"1039","BGM0322","2011","BR.BAG2.PT.11.EA1","2",4822,1789,3033,2758,1118,70.25,NA,NA
"1040","BGM0324","2011","BR.BAG2.PT.11.EA1","1",4626,1537,3089,2310,773,71.85,NA,NA
"1041","BGM0324","2011","BR.BAG2.PT.11.EA1","2",4610,1531,3079,2282,782,71.95,NA,NA
"1042","BGM0325","2011","BR.BAG2.PT.11.EA1","1",4375,1633,2742,2668,1036,70.2,NA,NA
"1043","BGM0325","2011","BR.BAG2.PT.11.EA1","2",4375,1649,2726,2645,1011,70.95,NA,NA
